"file","http_ts","ack","reason","queue_item_id","mission","session","sequence","capture","trace","flush","durability","raw_snip"
"logcat_resume_T12_stabilize.txt","08-14 18:17:52.002","duplicate","duplicate_event_id_unproven","trk_1786723829101_tdhsi20c","26","","","","mob_mst5hzjt_otquzvzg","http_fallback","null","08-14 18:17:52.002 28854 30615 I ReactNativeJS: '[driver-telemetry] tracking.ingest.ack', { source: 'driver.tracking.queue', | 08-14 18:17:52.002 28854 30615 I ReactNativeJS:   mission_id: 26, | 08-14 18:17:52.002 28854 30615 I ReactNativeJS:   flush_path: 'http_fallback', | 08-14 18:17:52.002 28854 30615 I ReactNativeJS:   queue_item_id: 'trk_1786723829101_tdhsi20c', | 08-14 18:17:52.002 28854 30615 I Re"
"logcat_resume_T12_stabilize.txt","08-14 18:18:00.538","duplicate","duplicate_event_id_unproven","trk_1786723792342_u8w2gqur","26","","","","mob_mst5i652_im367f8k","http_fallback","null","08-14 18:18:00.538 28854 30615 I ReactNativeJS: '[driver-telemetry] tracking.ingest.ack', { source: 'driver.tracking.queue', | 08-14 18:18:00.538 28854 30615 I ReactNativeJS:   mission_id: 26, | 08-14 18:18:00.538 28854 30615 I ReactNativeJS:   flush_path: 'http_fallback', | 08-14 18:18:00.538 28854 30615 I ReactNativeJS:   queue_item_id: 'trk_1786723792342_u8w2gqur', | 08-14 18:18:00.538 28854 30615 I Re"
"logcat_resume_T12_stabilize.txt","08-14 18:18:00.658","ingested_non_persisted","ledger_ids_missing","trk_1786723810647_11n415gl","26","","","","mob_mst5i66z_x85ixg3y","http_fallback","'queued_async'","08-14 18:18:00.658 28854 30615 I ReactNativeJS: '[driver-telemetry] tracking.ingest.ack', { source: 'driver.tracking.queue', | 08-14 18:18:00.658 28854 30615 I ReactNativeJS:   mission_id: 26, | 08-14 18:18:00.658 28854 30615 I ReactNativeJS:   flush_path: 'http_fallback', | 08-14 18:18:00.658 28854 30615 I ReactNativeJS:   queue_item_id: 'trk_1786723810647_11n415gl', | 08-14 18:18:00.658 28854 30615 I Re"
"logcat_resume_T12_stabilize.txt","08-14 18:18:00.772","ingested_non_persisted","ledger_ids_missing","trk_1786723829101_tdhsi20c","26","","","","mob_mst5i6ab_4cim8tg3","http_fallback","'queued_async'","08-14 18:18:00.772 28854 30615 I ReactNativeJS: '[driver-telemetry] tracking.ingest.ack', { source: 'driver.tracking.queue', | 08-14 18:18:00.772 28854 30615 I ReactNativeJS:   mission_id: 26, | 08-14 18:18:00.772 28854 30615 I ReactNativeJS:   flush_path: 'http_fallback', | 08-14 18:18:00.772 28854 30615 I ReactNativeJS:   queue_item_id: 'trk_1786723829101_tdhsi20c', | 08-14 18:18:00.772 28854 30615 I Re"
"logcat_resume_T12_stabilize.txt","08-14 18:18:03.896","ingested_non_persisted","ledger_ids_missing","trk_1786723792342_u8w2gqur","26","","","","mob_mst5i8p9_9fnu2sgz","http_fallback","'queued_async'","08-14 18:18:03.896 28854 30615 I ReactNativeJS: '[driver-telemetry] tracking.ingest.ack', { source: 'driver.tracking.queue', | 08-14 18:18:03.896 28854 30615 I ReactNativeJS:   mission_id: 26, | 08-14 18:18:03.896 28854 30615 I ReactNativeJS:   flush_path: 'http_fallback', | 08-14 18:18:03.896 28854 30615 I ReactNativeJS:   queue_item_id: 'trk_1786723792342_u8w2gqur', | 08-14 18:18:03.896 28854 30615 I Re"
"logcat_resume_T12_stabilize.txt","08-14 18:18:03.976","duplicate","duplicate_event_id_unproven","trk_1786723810647_11n415gl","26","","","","mob_mst5i8s9_1n0ycmeg","http_fallback","null","08-14 18:18:03.976 28854 30615 I ReactNativeJS: '[driver-telemetry] tracking.ingest.ack', { source: 'driver.tracking.queue', | 08-14 18:18:03.976 28854 30615 I ReactNativeJS:   mission_id: 26, | 08-14 18:18:03.976 28854 30615 I ReactNativeJS:   flush_path: 'http_fallback', | 08-14 18:18:03.976 28854 30615 I ReactNativeJS:   queue_item_id: 'trk_1786723810647_11n415gl', | 08-14 18:18:03.976 28854 30615 I Re"
"logcat_resume_T12_stabilize.txt","08-14 18:18:04.050","duplicate","duplicate_event_id_unproven","trk_1786723829101_tdhsi20c","26","","","","mob_mst5i8uh_5myexmqq","http_fallback","null","08-14 18:18:04.050 28854 30615 I ReactNativeJS: '[driver-telemetry] tracking.ingest.ack', { source: 'driver.tracking.queue', | 08-14 18:18:04.050 28854 30615 I ReactNativeJS:   mission_id: 26, | 08-14 18:18:04.050 28854 30615 I ReactNativeJS:   flush_path: 'http_fallback', | 08-14 18:18:04.050 28854 30615 I ReactNativeJS:   queue_item_id: 'trk_1786723829101_tdhsi20c', | 08-14 18:18:04.050 28854 30615 I Re"
"logcat_resume_T12_stabilize.txt","08-14 18:18:04.830","duplicate","duplicate_event_id_unproven","trk_1786723792342_u8w2gqur","26","","","","mob_mst5i9fy_mi59yp2d","http_fallback","null","08-14 18:18:04.830 28854 30615 I ReactNativeJS: '[driver-telemetry] tracking.ingest.ack', { source: 'driver.tracking.queue', | 08-14 18:18:04.830 28854 30615 I ReactNativeJS:   mission_id: 26, | 08-14 18:18:04.830 28854 30615 I ReactNativeJS:   flush_path: 'http_fallback', | 08-14 18:18:04.830 28854 30615 I ReactNativeJS:   queue_item_id: 'trk_1786723792342_u8w2gqur', | 08-14 18:18:04.830 28854 30615 I Re"
"logcat_resume_T12_stabilize.txt","08-14 18:18:04.962","ingested_non_persisted","ledger_ids_missing","trk_1786723810647_11n415gl","26","trk_sess_1786722711491_2h9hb2ps","","","mob_mst5i9i7_svbunb9b","http_fallback","'queued_async'","08-14 18:18:04.962 28854 30615 I ReactNativeJS: '[driver-telemetry] tracking.ingest.ack', { source: 'driver.tracking.queue', | 08-14 18:18:04.962 28854 30615 I ReactNativeJS:   mission_id: 26, | 08-14 18:18:04.962 28854 30615 I ReactNativeJS:   flush_path: 'http_fallback', | 08-14 18:18:04.962 28854 30615 I ReactNativeJS:   queue_item_id: 'trk_1786723810647_11n415gl', | 08-14 18:18:04.962 28854 30615 I Re"
"logcat_resume_T12_stabilize.txt","08-14 18:18:05.073","ingested_non_persisted","ledger_ids_missing","trk_1786723829101_tdhsi20c","26","","","","mob_mst5i9lv_hspfhsyx","http_fallback","'queued_async'","08-14 18:18:05.073 28854 30615 I ReactNativeJS: '[driver-telemetry] tracking.ingest.ack', { source: 'driver.tracking.queue', | 08-14 18:18:05.073 28854 30615 I ReactNativeJS:   mission_id: 26, | 08-14 18:18:05.073 28854 30615 I ReactNativeJS:   flush_path: 'http_fallback', | 08-14 18:18:05.073 28854 30615 I ReactNativeJS:   queue_item_id: 'trk_1786723829101_tdhsi20c', | 08-14 18:18:05.073 28854 30615 I Re"
